label	pathotype	ref_start	ref_end	qry_start	qry_end	ref_len	qry_len	identity	ref_contig	qry_contig	tier
K12_DH10B	K12	2116605	2135941	1680189	1699541	19337	19353	97.99	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2136440	2147031	1699542	1710132	10592	10591	96.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2148577	2158457	1710195	1720074	9881	9880	98.39	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2203505	2204102	1741148	1741746	598	599	90.98	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2250246	2252268	1736472	1738493	2023	2022	96.25	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2254452	2254758	1739198	1739504	307	307	98.7	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2254754	2254996	1740836	1741078	243	243	98.35	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2254995	2291309	1744041	1780356	36315	36316	98.78	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2291309	2304117	1780537	1793334	12809	12798	98.41	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2304506	2308697	1793333	1797524	4192	4192	98.71	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2308439	2415971	1797170	1904716	107533	107547	98.67	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2416019	2450342	1904975	1939288	34324	34314	98.01	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2451221	2454320	1939377	1942475	3100	3099	98.87	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2455630	2484892	1942472	1971746	29263	29275	98.79	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2485117	2546296	1971746	2032923	61180	61178	98.72	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2546395	2580559	2032923	2067103	34165	34181	98.6	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2580555	2593158	2068298	2080901	12604	12604	98.38	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2612096	2613224	4607279	4608410	1129	1132	99.38	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2614158	2624749	2080781	2091375	10592	10595	98.74	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2625792	2634099	2092157	2100472	8308	8316	97.36	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2635364	2641199	2099780	2105610	5836	5831	95.55	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2641190	2659256	2105539	2123606	18067	18068	98.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2659590	2668204	2123955	2132560	8615	8606	98.05	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2692237	2692752	1727201	1727716	516	516	85.66	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2712172	2716850	2132500	2137178	4679	4679	98.33	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2717735	2735639	2137156	2155065	17905	17910	97.33	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2738082	2738214	2155058	2155190	133	133	100.0	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2738211	2739797	2156386	2157972	1587	1587	99.62	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2739793	2739991	2159304	2159502	199	199	100.0	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2748945	2761848	2165334	2178237	12904	12904	98.61	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2762054	2773484	2178886	2190317	11431	11432	96.78	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2787675	2788627	2202412	2203364	953	953	95.17	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2790004	2794055	2203520	2207571	4052	4052	95.9	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2793981	2814997	2207593	2228518	21017	20926	97.26	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2815743	2826910	2228792	2239966	11168	11175	97.83	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2826961	2829117	2240752	2242909	2157	2158	94.3	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2828871	2842778	2242328	2256240	13908	13913	97.51	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2842753	2845110	2256844	2259202	2358	2359	97.63	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2845108	2859103	2260461	2274465	13996	14005	98.1	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2861376	2863327	2274556	2276493	1952	1938	94.38	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2864299	2872535	2277470	2285700	8237	8231	90.42	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2877754	2883180	2287906	2293335	5427	5430	94.92	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2884116	2890910	2293337	2300128	6795	6792	96.47	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2892221	2896060	2300126	2303963	3840	3838	98.54	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2938002	2938658	1353636	1352980	657	657	79.48	NC_002695.2	NC_010473.1	DIVERGED
K12_DH10B	K12	2938416	2938721	504932	504627	306	306	97.39	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2943915	2958116	2303939	2318097	14202	14159	97.43	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2958176	2958456	968163	968443	281	281	92.53	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	2958516	2959492	2318479	2319455	977	977	98.06	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	2965681	3023981	2319582	2377928	58301	58347	98.26	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3023978	3025039	2379124	2380185	1062	1062	98.31	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3025015	3038187	2380337	2393510	13173	13174	98.65	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3038077	3053074	2393965	2408962	14998	14998	98.47	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3053272	3075570	2416376	2438668	22299	22293	97.59	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3077438	3077693	2438656	2438912	256	257	93.0	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	3079406	3087183	2438912	2446686	7778	7775	98.53	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3087126	3088974	2446812	2448649	1849	1838	97.68	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3090283	3113163	2448645	2471525	22881	22881	98.38	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3113155	3114694	2472294	2473821	1540	1528	94.03	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	3114958	3115231	2475632	2475908	274	277	91.73	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	3115232	3116220	2476235	2477225	989	991	96.37	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3116238	3119279	2479787	2482828	3042	3042	97.96	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3119507	3157319	2482989	2520801	37813	37813	98.7	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3157236	3157501	3487845	3488111	266	267	86.67	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	3157400	3175654	2520700	2538944	18255	18245	97.63	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3178174	3182322	2541374	2545524	4149	4151	82.87	NC_002695.2	NC_010473.1	DIVERGED
K12_DH10B	K12	3182875	3189927	2546113	2553167	7053	7055	97.49	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3189977	3194433	2553025	2557487	4457	4463	96.08	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3207238	3242543	2568754	2604063	35306	35310	98.11	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3242532	3246118	2605401	2608988	3587	3588	98.19	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3247867	3250035	2608989	2611158	2169	2170	98.57	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3250443	3262229	2615716	2627491	11787	11776	99.0	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3262233	3267210	2628453	2633431	4978	4979	96.85	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3267207	3272858	2633574	2639225	5652	5652	96.94	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3272832	3281936	2639381	2648485	9105	9105	97.99	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3281929	3284649	2655268	2657989	2721	2722	97.76	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3284649	3361272	2658105	2734783	76624	76679	98.46	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3366128	3374551	2734807	2743231	8424	8425	98.49	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3374645	3383098	2743644	2752095	8454	8452	98.75	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3383225	3404731	2752376	2773882	21507	21507	97.99	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3404745	3434767	2774031	2804046	30023	30016	98.3	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3434767	3466560	2804222	2836094	31794	31873	98.23	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3466575	3476097	2836221	2845742	9523	9522	98.72	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3500288	3522790	2867770	2890264	22503	22495	97.12	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3524885	3530089	2890395	2895597	5205	5203	99.19	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3530081	3542206	2896366	2908485	12126	12120	98.43	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3542219	3542546	2908594	2908921	328	328	97.87	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3542527	3557380	2909036	2923894	14854	14859	98.51	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3557375	3584226	2924093	2950979	26852	26887	97.76	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3587163	3598437	2957077	2968352	11275	11276	98.37	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3607558	3624281	2977875	2994605	16724	16731	97.46	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3624254	3625443	2994883	2996072	1190	1190	96.4	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3629038	3635922	2997073	3003960	6885	6888	98.64	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3635918	3713021	3005292	3082384	77104	77093	98.68	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3713249	3719132	3082376	3088252	5884	5877	96.79	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3736076	3750884	3089584	3104318	14809	14735	98.33	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3750857	3780625	3104471	3134241	29769	29771	98.62	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3780597	3783258	3134332	3136993	2662	2662	98.38	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3783378	3794310	3138014	3148946	10933	10933	98.02	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3794437	3811503	3148681	3165792	17067	17112	98.67	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3814944	3819465	3166098	3170619	4522	4522	97.74	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3819457	3824612	3171810	3176965	5156	5156	97.91	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3825548	3848099	3177026	3199469	22552	22444	97.78	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3848090	3852162	3211928	3207856	4073	4073	98.13	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3853305	3853699	4597451	4597840	395	390	84.42	NC_002695.2	NC_010473.1	DIVERGED
K12_DH10B	K12	3875617	3908297	3230903	3263586	32681	32684	98.64	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3908303	3911389	3264514	3267600	3087	3087	98.64	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3911395	3912425	3268193	3269223	1031	1031	99.42	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3919730	3931292	3269275	3280837	11563	11563	98.3	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3931365	3971195	3287475	3327303	39831	39829	98.06	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	3971011	4009454	3327019	3365464	38444	38446	98.24	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4009425	4020439	3365829	3376843	11015	11015	99.01	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4022735	4033333	3376834	3387432	10599	10599	98.41	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4034641	4073052	3387782	3426193	38412	38412	98.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4073059	4103098	3426346	3456385	30040	30040	98.74	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4103231	4127495	3463545	3487900	24265	24356	98.27	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4127432	4188594	3488111	3549221	61163	61111	99.01	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4190127	4224942	3565860	3600665	34816	34806	98.52	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4224957	4260197	3608400	3643662	35241	35263	98.36	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4260196	4268030	3643727	3651561	7835	7835	98.34	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4268920	4276868	3651611	3659559	7949	7949	97.18	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4279716	4291591	3659555	3671432	11876	11878	98.97	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4295103	4301009	3671489	3677394	5907	5906	97.87	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4302829	4310295	3680813	3688276	7467	7464	96.57	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4311337	4316983	3688492	3694138	5647	5647	97.24	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4317927	4332285	3694323	3708678	14359	14356	98.24	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4347679	4353717	3708717	3714755	6039	6039	97.02	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4360281	4373793	3721447	3734947	13513	13501	96.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4373767	4386475	3735098	3747804	12709	12707	96.68	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4386471	4388452	3748999	3750982	1982	1984	98.03	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4397510	4448199	3751018	3801696	50690	50679	98.68	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4448199	4452606	3801853	3806258	4408	4406	98.34	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4458510	4468332	3806411	3816232	9823	9822	98.57	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4468372	4488032	3817677	3837424	19661	19748	98.12	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4488022	4488137	3846401	3846516	116	116	96.55	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4492159	4492348	3846517	3846706	190	190	88.95	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	4492559	4498082	3846701	3852224	5524	5524	97.97	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4499450	4508721	3852224	3861495	9272	9272	98.48	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4508269	4515274	3862797	3869802	7006	7006	99.03	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4515277	4517965	3869940	3872628	2689	2689	97.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4524057	4543817	3872688	3892459	19761	19772	98.36	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4551917	4552267	3903540	3903888	351	349	86.36	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	4552372	4561777	3903988	3913393	9406	9406	99.03	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4561991	4571268	3913607	3922888	9278	9282	98.21	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4572132	4581003	3923067	3931938	8872	8872	98.56	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4624425	4628292	3933573	3937440	3868	3868	94.7	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	4629133	4638044	3937482	3946398	8912	8917	97.4	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4641402	4652003	3946409	3957008	10602	10600	97.94	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4652496	4661639	3956994	3966137	9144	9144	98.17	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4661701	4674550	3970950	3983799	12850	12850	98.37	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4677178	4685778	3983951	3992550	8601	8600	96.98	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4685947	4686268	3992719	3993040	322	322	85.45	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	4693699	4698463	4002473	4007237	4765	4765	97.99	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4705407	4732556	4007444	4034594	27150	27151	99.02	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4732552	4776329	4035926	4079740	43778	43815	98.48	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4776319	4793948	4079504	4097106	17630	17603	97.86	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4794960	4797044	4097235	4099319	2085	2085	98.8	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4799736	4823856	4100242	4124355	24121	24114	98.57	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4823741	4836902	4124437	4137596	13162	13160	98.24	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4836873	4852490	4137735	4153395	15618	15661	98.3	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4852551	4865219	4153568	4166237	12669	12670	97.31	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4866258	4875611	4167208	4176633	9354	9426	96.91	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4877658	4891707	4176633	4190675	14050	14043	97.54	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4893486	4894805	4190843	4192162	1320	1320	95.68	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4894673	4918938	4192306	4216476	24266	24171	98.47	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4920466	4928897	4216567	4224997	8432	8431	98.22	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4934418	4935056	4225005	4225641	639	637	94.37	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	4935064	4960456	4225775	4251166	25393	25392	97.78	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4960356	4967673	4251312	4258629	7318	7318	98.4	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4970375	4977660	4258703	4265985	7286	7283	98.52	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4981054	4988775	4269632	4277350	7722	7719	98.94	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	4988797	5010993	4277493	4299760	22197	22268	98.67	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5011457	5022097	4300245	4310883	10641	10639	98.01	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5022212	5038751	4311404	4327942	16540	16539	97.78	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5083838	5084743	4328038	4328943	906	906	97.02	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5084748	5102756	4329080	4347074	18009	17995	98.62	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5102725	5142732	4347134	4387175	40008	40042	97.74	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5142724	5149246	4387944	4394480	6523	6537	97.77	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5149110	5159571	4394670	4405144	10462	10475	98.29	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5168946	5180959	4412280	4424369	12014	12090	95.85	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5180781	5229033	4424591	4472850	48253	48260	98.95	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5229018	5239711	4472995	4483689	10694	10695	98.73	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5239899	5281841	4484432	4526373	41943	41942	98.58	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5281836	5283588	1591775	1593527	1753	1753	97.66	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5283589	5308312	4526373	4551090	24724	24718	98.63	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5308308	5334517	4552532	4578724	26210	26193	97.46	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5334547	5339960	4578853	4584265	5414	5413	97.62	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5340051	5345820	4584164	4589933	5770	5770	98.96	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5345911	5347211	4595021	4596321	1301	1301	97.31	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5357422	5357496	4596296	4596370	75	75	100.0	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5359518	5359765	4636099	4636345	248	247	89.52	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	5390822	5391011	1333881	1334071	190	191	94.76	NC_002695.2	NC_010473.1	MODERATE
K12_DH10B	K12	5391078	5391545	1334224	1334760	468	537	81.85	NC_002695.2	NC_010473.1	DIVERGED
K12_DH10B	K12	5391646	5395792	4636442	4640588	4147	4147	98.38	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5455918	5464653	4641918	4650651	8736	8734	98.74	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5464565	5472635	4650799	4658948	8071	8150	97.72	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5472454	5479740	4658969	4666256	7287	7288	98.44	NC_002695.2	NC_010473.1	CONSERVED
K12_DH10B	K12	5480028	5498578	4667587	4686137	18551	18551	98.63	NC_002695.2	NC_010473.1	CONSERVED
K12_MDS42	K12	1	15405	1	15388	15405	15388	98.59	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	24970	54726	15389	45136	29757	29748	97.83	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	55375	80465	45224	70470	25091	25247	97.67	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	81476	83421	70472	72417	1946	1946	95.38	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	83462	116038	73679	106257	32577	32579	98.5	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	116040	132225	106375	122560	16186	16186	98.52	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	132256	152328	122708	142764	20073	20057	98.23	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	152530	154206	142763	144439	1677	1677	93.74	NC_002695.2	NZ_CP042583.1	MODERATE
K12_MDS42	K12	161629	171806	152131	162359	10178	10229	97.39	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	177801	188445	162513	173157	10645	10645	98.88	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	188575	196117	174000	181542	7543	7543	98.79	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	196121	235296	181688	220879	39176	39192	98.8	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	235493	241541	220854	226902	6049	6049	98.6	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	277463	282231	228306	233075	4769	4770	97.32	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	282197	286115	233142	237062	3919	3921	95.84	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	286117	300068	237158	251093	13952	13936	97.78	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	373135	379201	251712	257776	6067	6065	97.2	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	383848	391613	258600	266355	7766	7756	96.74	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	391347	394159	265996	268808	2813	2813	96.55	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	399423	406388	268966	275933	6966	6968	98.05	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	406294	411186	276113	281009	4893	4897	97.77	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	411598	414650	280858	283914	3053	3057	97.1	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	414465	424357	283915	293820	9893	9906	97.32	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	426192	433564	293831	301203	7373	7373	98.52	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	433524	435627	301567	303669	2104	2103	97.86	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	435520	438072	303662	306213	2553	2552	97.57	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	449650	450894	306350	307593	1245	1244	97.43	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	459586	468383	307600	316397	8798	8798	98.8	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	470323	470692	316403	316772	370	370	95.68	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	471055	473259	316763	318964	2205	2202	99.05	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	473163	486314	318972	332126	13152	13155	98.81	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	487974	494107	332137	338271	6134	6135	98.76	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	494795	501356	338333	344894	6562	6562	98.61	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	503340	504328	344955	345943	989	989	96.46	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	504330	555964	346070	397692	51635	51623	98.7	NC_002695.2	NZ_CP042583.1	CONSERVED
K12_MDS42	K12	556022	563716	397920	405614	7695	7695	98.82	NC_002695.2	NZ_CP042583.1	CONSERVED
